API Error for pair (00f45fbf-39b2-444e-8e9a-9616a004b8d2, 832cadc2-fd9b-4b7c-ba9b-8646080f2159): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (43b27b07-5f79-429a-86da-13aa2dd43a62, 9f97b55f-4da3-4cae-9015-4b8f62fe9f01): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (43b27b07-5f79-429a-86da-13aa2dd43a62, 61fe1422-84ba-4179-9f7e-b09039c67a34): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (43b27b07-5f79-429a-86da-13aa2dd43a62, 9c9aced9-88ac-4ec7-a8ea-b1d6baffe88f): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (43b27b07-5f79-429a-86da-13aa2dd43a62, 9f1937f7-6a7a-4280-b830-0f7185107748): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (43b27b07-5f79-429a-86da-13aa2dd43a62, 6e22e747-e0fb-4581-b00e-9ca6a7ecd9e1): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (43b27b07-5f79-429a-86da-13aa2dd43a62, eb09902a-f6ef-4ab4-aa3b-b5388f145820): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (43c2e0df-75fc-4501-bb55-022fe85d9565, 47bf4024-fa03-4ed0-af31-e632a587e3eb): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (43c2e0df-75fc-4501-bb55-022fe85d9565, 4cb63b77-ec15-4425-8ce1-37a59010228d): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (43c2e0df-75fc-4501-bb55-022fe85d9565, 62ec685e-0585-4f38-948f-a60b96391c05): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (43c2e0df-75fc-4501-bb55-022fe85d9565, 5ce3dac1-f66a-4260-82f3-e4001314db0e): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (43c2e0df-75fc-4501-bb55-022fe85d9565, 5d961601-be5f-4849-85ca-665d1c2d78cd): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (43c2e0df-75fc-4501-bb55-022fe85d9565, abbc537b-7a7a-48c9-8182-6bd8a4f85385): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (43c2e0df-75fc-4501-bb55-022fe85d9565, d6454b2a-45f7-48b5-bd8e-f806a32104fb): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (43c2e0df-75fc-4501-bb55-022fe85d9565, 915742e1-c4d4-4dd0-b2a4-6a8abaf9c0b3): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (441f276c-0ccb-4c02-9db3-ee3237c018c7, 7364712b-9e15-4722-a3dd-063e84c225ce): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (43c2e0df-75fc-4501-bb55-022fe85d9565, d0bf3b6d-7676-4fe5-af71-0f2f302f6326): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (43cf68e4-54a3-427a-8e74-b42f4594d3fa, e1469fa3-730f-49b5-8f66-82aadc6173da): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (43cf68e4-54a3-427a-8e74-b42f4594d3fa, c486e797-e26f-4eef-b1d6-8c7bc02c02c2): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (43c2e0df-75fc-4501-bb55-022fe85d9565, abfa3317-de84-4be0-867c-e287ec38598d): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (43c2e0df-75fc-4501-bb55-022fe85d9565, f646ea49-7a4c-4938-b478-33b590d67848): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (43cf68e4-54a3-427a-8e74-b42f4594d3fa, ea196453-247d-404c-97d9-e712d7e43f45): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (441f276c-0ccb-4c02-9db3-ee3237c018c7, 4c4be36e-7422-48f0-80a2-68af973f50f5): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (43cf68e4-54a3-427a-8e74-b42f4594d3fa, f634c211-4405-4cff-b86c-e92aaa565259): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (43cf68e4-54a3-427a-8e74-b42f4594d3fa, a1b1cddc-46be-4beb-9976-88eba03bea1e): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (441f276c-0ccb-4c02-9db3-ee3237c018c7, 7519401c-f1fb-401f-8932-d64b0dd8136f): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (43cf68e4-54a3-427a-8e74-b42f4594d3fa, a8d4af75-f889-47e0-b35a-31617c389a14): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (43cf68e4-54a3-427a-8e74-b42f4594d3fa, eb6426ba-d472-4d8c-b860-128b1b99f6e2): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (43cf68e4-54a3-427a-8e74-b42f4594d3fa, c8a8fa08-f712-4bde-a5ec-f2d98db73087): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (43c2e0df-75fc-4501-bb55-022fe85d9565, f94e3d8a-5546-49fe-9f3f-30d362b283c0): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (441f276c-0ccb-4c02-9db3-ee3237c018c7, 954f7a3a-5f24-40a1-8204-b49a41b4b02b): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (43cf68e4-54a3-427a-8e74-b42f4594d3fa, b5d7afc6-35f0-4165-ae9f-12d262152c7a): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (441f276c-0ccb-4c02-9db3-ee3237c018c7, 969ecf4e-e31e-4456-b73e-1aee999a922c): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (441f276c-0ccb-4c02-9db3-ee3237c018c7, 991c9a97-8ae1-463f-878b-88fa9f729582): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (441f276c-0ccb-4c02-9db3-ee3237c018c7, 99637b96-e44b-4cd3-a0ea-d4aca7281072): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (441f276c-0ccb-4c02-9db3-ee3237c018c7, cbc779d8-61d3-47a6-9276-6612e4aded37): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (441f276c-0ccb-4c02-9db3-ee3237c018c7, dd5dd8a7-2b99-4877-9772-121e9093850e): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (441f276c-0ccb-4c02-9db3-ee3237c018c7, ab5836da-b992-4c3a-a939-3dcf0058a24e): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (443af52a-030a-4422-af60-c0d530c368e6, 85727ead-f49d-4a84-bf1d-1c1e768cf0e2): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (443af52a-030a-4422-af60-c0d530c368e6, beadaf1c-79f8-475c-9fdd-4f8c684d1d30): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (445196c7-84c4-4f65-b5b5-ab7f0618272f, b2b67e45-6969-40cf-ba2e-b397f2a7aeab): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (445196c7-84c4-4f65-b5b5-ab7f0618272f, 6d3426cf-7226-4697-98f1-71a9f8a93118): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (441f276c-0ccb-4c02-9db3-ee3237c018c7, f458c858-9c68-479b-90cc-2effdece70f4): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (443af52a-030a-4422-af60-c0d530c368e6, c637576f-981e-4a76-9e0c-f4739456a2a3): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (445196c7-84c4-4f65-b5b5-ab7f0618272f, 521039b1-48ff-4226-a0ac-3edb5a2e61b9): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (443af52a-030a-4422-af60-c0d530c368e6, 982fd7a2-6991-4094-81cb-93a660c0876c): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (445196c7-84c4-4f65-b5b5-ab7f0618272f, b453b9e1-6c52-4d96-ad02-9a29bd801bda): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (445196c7-84c4-4f65-b5b5-ab7f0618272f, 6faecff9-428c-4180-94b4-a171285238a7): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (443af52a-030a-4422-af60-c0d530c368e6, 52b2d18f-f5ff-4c65-b1c2-800a19c24886): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (443af52a-030a-4422-af60-c0d530c368e6, af9a0de9-53c5-4804-b800-37647877f22d): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (445196c7-84c4-4f65-b5b5-ab7f0618272f, fb6293df-3a5a-4c0b-b554-60b7b5940792): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (443af52a-030a-4422-af60-c0d530c368e6, ce836bc8-455d-4198-8706-2334a10ee8bb): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (4478bdc9-8901-4a57-b234-9487356636fd, 4e47e26b-cb41-48f2-8302-5eea934535d9): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (4478bdc9-8901-4a57-b234-9487356636fd, 9f97b55f-4da3-4cae-9015-4b8f62fe9f01): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (4478bdc9-8901-4a57-b234-9487356636fd, 79b8e3f0-807d-43c0-a45d-b85a748d4a39): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (4478bdc9-8901-4a57-b234-9487356636fd, 8734ef5a-3674-438c-a1cd-d3810449f171): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (4478bdc9-8901-4a57-b234-9487356636fd, ab5d9234-d269-488c-b220-384693423038): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (4478bdc9-8901-4a57-b234-9487356636fd, aa4167d8-d857-447c-a117-75cde621c613): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (44868860-e8c0-4dd2-996f-6422b0009756, e929ba0b-6953-4604-9d40-8bdfca2af616): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (4478bdc9-8901-4a57-b234-9487356636fd, a4fa1c1b-66e7-4b31-a9c2-2e62a21bf1ef): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (4478bdc9-8901-4a57-b234-9487356636fd, 7a5a3cee-93dd-423b-baef-8913805454c5): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (44868860-e8c0-4dd2-996f-6422b0009756, c49dca00-396d-48cc-ae4f-b2291bd21a0e): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (4478bdc9-8901-4a57-b234-9487356636fd, e3f521e1-dd3e-44ba-bd2a-45df8c07cb43): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (44868860-e8c0-4dd2-996f-6422b0009756, 4d460a94-6ed8-4303-b5df-e5f1654e58aa): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (44868860-e8c0-4dd2-996f-6422b0009756, 8bbdf2f5-f9c5-4bb3-a701-092e105b9652): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (44868860-e8c0-4dd2-996f-6422b0009756, b7586cd0-2e96-4e7f-805b-cc7926f4c8b8): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (44cf01df-9274-4d01-a35d-1896f5ba47f1, 4b79a6c4-4b36-47ab-a67d-9ac3b1759cb8): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (4478bdc9-8901-4a57-b234-9487356636fd, c3b09e0f-3df9-4d56-b306-6cf1b6434841): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (4478bdc9-8901-4a57-b234-9487356636fd, bde4d6ab-ce3a-431b-9903-74ebe00388cd): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (44868860-e8c0-4dd2-996f-6422b0009756, 511c7b8f-1218-48c7-b35e-df14a33729c5): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (44868860-e8c0-4dd2-996f-6422b0009756, 77ff08da-9f02-4428-93e7-aa6eabf86da4): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (44cf01df-9274-4d01-a35d-1896f5ba47f1, 556ca32a-8d7b-4f12-8e19-9ff8d9915b0b): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (44cf01df-9274-4d01-a35d-1896f5ba47f1, 5bd38c77-f872-426f-9b10-0fb1cb88cd4f): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (44cf01df-9274-4d01-a35d-1896f5ba47f1, 9593c928-1da6-44cf-a20d-2b8bc126ef47): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (44cf01df-9274-4d01-a35d-1896f5ba47f1, 72b1b0f7-1239-46a6-97d6-8790902f6441): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (44cf01df-9274-4d01-a35d-1896f5ba47f1, a8eb18ac-d6cd-4d7c-887b-a0f102d6adfb): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (44cf01df-9274-4d01-a35d-1896f5ba47f1, c7fe0caa-ad53-4b2a-bd4a-63a14e956fe3): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (44cf01df-9274-4d01-a35d-1896f5ba47f1, 811c65c4-23e8-4f10-b1fc-f12bd4054b99): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (44cf01df-9274-4d01-a35d-1896f5ba47f1, c37972ee-1190-459a-9e2f-529c38b52630): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (44e86461-9393-434e-bd89-bcbb10a95478, 55b147e9-c195-4607-bb58-30409f44b52a): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (44e86461-9393-434e-bd89-bcbb10a95478, d8cf5fc7-9d73-41fc-9c76-47de77d43cf5): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (44cf01df-9274-4d01-a35d-1896f5ba47f1, d7791d5d-252e-4cae-b326-2bf412725703): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (44e86461-9393-434e-bd89-bcbb10a95478, 5bf84c78-b8e4-49c6-bb94-f301b495851b): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (44e86461-9393-434e-bd89-bcbb10a95478, 6b884443-bd2d-4e72-9fc6-5bd2aac45c2e): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (44e86461-9393-434e-bd89-bcbb10a95478, ae14c864-7d04-42eb-bab1-88191d662540): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (44e86461-9393-434e-bd89-bcbb10a95478, c7586a9f-1ba8-4106-9413-19c2f0cab905): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (44cf01df-9274-4d01-a35d-1896f5ba47f1, c82626fe-a1fd-4be7-8440-40cc163266f5): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (44cf01df-9274-4d01-a35d-1896f5ba47f1, fa09c141-081d-4e16-b690-450474d00472): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (44e86461-9393-434e-bd89-bcbb10a95478, de402040-c7c4-4ec3-a29e-71351e7d6dad): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (44e86461-9393-434e-bd89-bcbb10a95478, fc025565-5cc4-4d35-a167-7bd82dd6d03e): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (44cf01df-9274-4d01-a35d-1896f5ba47f1, 7903010a-7504-4149-a645-c165f53b7821): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (44e86461-9393-434e-bd89-bcbb10a95478, bbfc1791-8521-4fe4-a1dd-8ceb10de2d78): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (44f8f080-1e7c-44f0-afb2-c44e432de8c0, c6106253-3989-4e8a-af66-999ae08ead90): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (4501e847-b672-4a30-b1d8-e2f01bc11b4a, 8b48e2c9-a1d4-483c-9d7a-11fdee6d62c3): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (44f8f080-1e7c-44f0-afb2-c44e432de8c0, 5c7e871d-17a5-45da-beac-592250557654): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (4501e847-b672-4a30-b1d8-e2f01bc11b4a, e06a691c-ca71-4467-aefa-a5729b6c13ca): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (4501e847-b672-4a30-b1d8-e2f01bc11b4a, 76b0b491-189a-4b7f-9196-e534491e4e5f): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (4520d8ed-dc29-4460-9a0c-75a515662be9, edb261a6-c0e0-4141-84a3-d3c0d3e7be1b): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (44f8f080-1e7c-44f0-afb2-c44e432de8c0, 74c4ef72-621b-493d-a04c-ae70a783757a): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (44f8f080-1e7c-44f0-afb2-c44e432de8c0, 794497c1-bf80-4c09-afb9-de42783f167d): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (4520d8ed-dc29-4460-9a0c-75a515662be9, b0ac983b-1960-416f-92f7-355a5b243a46): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (4520d8ed-dc29-4460-9a0c-75a515662be9, 456d97b7-f209-4fd7-bc62-158dc6e38c9b): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (44f8f080-1e7c-44f0-afb2-c44e432de8c0, c9396d1f-6f6a-421b-b963-c569687f7806): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (4501e847-b672-4a30-b1d8-e2f01bc11b4a, dff3adad-29f2-4008-8581-78bad7ca621d): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (4520d8ed-dc29-4460-9a0c-75a515662be9, f5af21e0-8b89-4909-8157-c6d326190374): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (44f8f080-1e7c-44f0-afb2-c44e432de8c0, 82d52253-6d07-4b6f-af24-ebdffb3bd7ae): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (4501e847-b672-4a30-b1d8-e2f01bc11b4a, c509de45-e567-4f65-986d-92b9201e2799): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (45286673-e9ff-459a-8a78-9df829381711, 593b3b0a-77ea-413a-b426-2600a1c0e830): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (4501e847-b672-4a30-b1d8-e2f01bc11b4a, a6fbc5fc-1f97-4c6e-a1e8-5fe6b95443ec): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (4501e847-b672-4a30-b1d8-e2f01bc11b4a, c801f904-71a0-4ff5-bff6-086af1350f1c): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (4520d8ed-dc29-4460-9a0c-75a515662be9, 896eb18b-19dc-4ec0-950f-a203101b6565): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (4520d8ed-dc29-4460-9a0c-75a515662be9, 869be6dc-36e6-4496-967c-83f5356dc24e): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (45286673-e9ff-459a-8a78-9df829381711, 6dc2d6c8-2038-4f12-b420-df66cd483813): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (45286673-e9ff-459a-8a78-9df829381711, 934614cc-849d-4a5e-bf34-7db727f5e8e5): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (45286673-e9ff-459a-8a78-9df829381711, ab5836da-b992-4c3a-a939-3dcf0058a24e): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (45286673-e9ff-459a-8a78-9df829381711, a097238b-6873-4d7e-abd8-5ebf6f6a0dd4): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
